OrderID,OrderDate,OrderTime,CustomerID,CustomerName,DishID,DishName,Category,Quantity,Price,Revenue,CostPrice,Profit,Feedback
O00927,04-05-2024,18:45,C0243,Imran Sayyad,R117,Vada Pav,Snack,1,? 120.00, ? 120.00 , ? 91.00 ,? 29.00,The Vada Pav was excellent. Really enjoyed the meal.
O00928,04-05-2024,16:45,C0314,Arman Faruqi,R47,Hyderabadi Haleem,Non-Veg Main,2,? 500.00," ? 1,000.00 ", ? 395.00 ,? 210.00,The Hyderabadi Haleem was the highlight of our meal. Absolutely delicious!
O00929,04-05-2024,15:45,C0146,Sultan Sayyad,R136,Chicken Kathi Roll,Street Food,5,? 160.00, ? 800.00 , ? 112.00 ,? 240.00,Great food! The Chicken Kathi Roll was delicious and well-prepared.
O00930,04-05-2024,11:30,C0068,Abdul Rahim Shaikh,R165,Paneer Tandoori Wrap,Snacks,5,? 120.00, ? 600.00 , ? 94.00 ,? 130.00,Great food! The Paneer Tandoori Wrap was delicious and well-prepared.
O00931,04-05-2024,11:45,C0062,Ayeza Nadaf,R110,Seekh Kebab,Starter,3,? 400.00," ? 1,200.00 ", ? 282.00 ,? 354.00,The Seekh Kebab was a bit too oily for my liking.
O00932,04-05-2024,22:00,C0128,Moh Saad Shikalkar,R30,Shahi Paneer,Vegetarian,5,? 400.00," ? 2,000.00 ", ? 281.00 ,? 595.00,The vegetables in the Shahi Paneer seemed overcooked.
O00933,04-05-2024,22:30,C0277,Shamsher Faruqi,R71,Veg Spring Rolls,Starter,1,? 220.00, ? 220.00 , ? 162.00 ,? 58.00,The Veg Spring Rolls was cold when it arrived at our table.
O00934,04-05-2024,21:15,C0214,Nikhat Taimoor,R90,Tandoori Momos,Starter,1,? 260.00, ? 260.00 , ? 185.00 ,? 75.00,Absolutely loved the Tandoori Momos! It was the perfect appetizer to get us started.
O00935,05-05-2024,19:45,C0212,Shahrukh Mujawar,R2,Mushroom Soup,Starter,3,? 200.00, ? 600.00 , ? 159.00 ,? 123.00,The Mushroom Soup was a bit too oily for my liking.
O00936,05-05-2024,18:00,C0121,Rihan Mujawar,R116,Uttapam,South Indian,5,? 220.00," ? 1,100.00 ", ? 170.00 ,? 250.00,Great food! The Uttapam was delicious and well-prepared.
O00937,05-05-2024,12:00,C0221,Arman Mujawar,R161,Grilled Veg Panini,Snacks,1,? 140.00, ? 140.00 , ? 99.00 ,? 41.00,I was not a fan of the Grilled Veg Panini.
O00938,05-05-2024,14:00,C0030,Sher Mujawar,R133,Club Sandwich,Sandwiches,5,? 160.00, ? 800.00 , ? 119.00 ,? 205.00,Great food! The Club Sandwich was delicious and well-prepared.
O00939,05-05-2024,11:45,C0291,Aman Faruqi,R111,Veg Thali,Meal Combo,5,? 360.00," ? 1,800.00 ", ? 263.00 ,? 485.00,Great food! The Veg Thali was delicious and well-prepared.
O00940,05-05-2024,19:45,C0047,Rihan Sayyad,R150,Aloo Parantha,Breads,2,? 80.00, ? 160.00 , ? 63.00 ,? 34.00,I was not a fan of the Aloo Parantha.
O00941,05-05-2024,13:30,C0109,Aman Mujawar,R42,Masala Dosa,Vegetarian,3,? 180.00, ? 540.00 , ? 138.00 ,? 126.00,The Masala Dosa is a great choice for vegetarians. Hearty and full of flavor.
O00942,06-05-2024,10:15,C0236,Aakib Khan,R152,Chicken Kathi Roll,Snacks,3,? 120.00, ? 360.00 , ? 91.00 ,? 87.00,Great food! The Chicken Kathi Roll was delicious and well-prepared.
O00943,06-05-2024,13:15,C0084,Imran Momin,R168,Avocado Toast,Breakfast,5,? 150.00, ? 750.00 , ? 111.00 ,? 195.00,A satisfying meal. The Avocado Toast was a good choice.
O00944,06-05-2024,10:30,C0165,Dua Sayyad,R23,Chicken Tikka,Starter,2,? 320.00, ? 640.00 , ? 233.00 ,? 174.00,The Chicken Tikka was simply delicious and fresh. Highly recommended!
O00945,06-05-2024,17:00,C0326,Aman Sayyad,R143,Chicken Burger,Fast Food,2,? 160.00, ? 320.00 , ? 115.00 ,? 90.00,A satisfying meal. The Chicken Burger was a good choice.
O00946,06-05-2024,15:45,C0111,Moh Saad Raes,R5,Mutton Biryani,Rice Meal,3,? 490.00," ? 1,470.00 ", ? 350.00 ,? 420.00,The Mutton Biryani was excellent. Really enjoyed the meal.
O00947,06-05-2024,12:00,C0274,Moh Saad Sayyad,R167,Veggie Delight Sub,Snacks,3,? 120.00, ? 360.00 , ? 90.00 ,? 90.00,Great food! The Veggie Delight Sub was delicious and well-prepared.
O00948,06-05-2024,14:30,C0244,Arahan Raes,R5,Mutton Biryani,Rice Meal,5,? 490.00," ? 2,450.00 ", ? 350.00 ,? 700.00,The Mutton Biryani was excellent. Really enjoyed the meal.
O00949,06-05-2024,17:00,C0303,Dua Momin,R80,Hot & Sour Soup (Chicken),Starter,1,? 200.00, ? 200.00 , ? 159.00 ,? 41.00,The Hot & Sour Soup (Chicken) was a fantastic start to our meal! Perfectly crispy.
O00950,06-05-2024,17:00,C0163,Shamsher Shikalkar,R71,Veg Spring Rolls,Starter,3,? 220.00, ? 660.00 , ? 162.00 ,? 174.00,The Veg Spring Rolls was a fantastic start to our meal! Perfectly crispy.
O00951,07-05-2024,15:30,C0224,Nikhat Mujawar,R153,Paneer Bhurji Sandwich,Snacks,3,? 75.00, ? 225.00 , ? 59.00 ,? 48.00,A satisfying meal. The Paneer Bhurji Sandwich was a good choice.
O00952,07-05-2024,18:15,C0044,Shamsher Mujawar,R154,Egg Mayo Sandwich,Snacks,2,? 85.00, ? 170.00 , ? 66.00 ,? 38.00,I was not a fan of the Egg Mayo Sandwich.
O00953,07-05-2024,11:45,C0096,Imran Mujawar,R43,Idli Sambar,Vegetarian,5,? 160.00, ? 800.00 , ? 119.00 ,? 205.00,A wholesome and delicious Idli Sambar. The vegetables were so fresh!
O00954,07-05-2024,18:30,C0177,Sultan Ali,R23,Chicken Tikka,Starter,1,? 320.00, ? 320.00 , ? 233.00 ,? 87.00,The Chicken Tikka was a fantastic start to our meal! Perfectly crispy.
O00955,07-05-2024,18:30,C0123,Abdul Rahim Faruqi,R134,Grilled Cheese Sandwich,Sandwiches,1,? 120.00, ? 120.00 , ? 90.00 ,? 30.00,The Grilled Cheese Sandwich could have been better.
O00956,07-05-2024,11:00,C0043,Aakib Faruqi,R141,Chicken Frankie,Street Food,1,? 150.00, ? 150.00 , ? 112.00 ,? 38.00,The Chicken Frankie was excellent. Really enjoyed the meal.
O00957,07-05-2024,12:45,C0140,Imran Taimoor,R2,Mushroom Soup,Starter,3,? 200.00, ? 600.00 , ? 159.00 ,? 123.00,The Mushroom Soup was simply delicious and fresh. Highly recommended!
O00958,07-05-2024,17:45,C0304,Danish Sayyad,R84,Chicken Clear Soup,Starter,4,? 160.00, ? 640.00 , ? 125.00 ,? 140.00,Absolutely loved the Chicken Clear Soup! It was the perfect appetizer to get us started.
O00959,07-05-2024,10:30,C0176,Abdul Rahim Shikalkar,R36,Chole Bhature,Vegetarian,4,? 280.00," ? 1,120.00 ", ? 223.00 ,? 228.00,Loved the Chole Bhature! It was a delightful and well-prepared vegetarian meal.
O00960,07-05-2024,15:15,C0312,Danish Khan,R67,Veg Manchurian,Starter,5,? 240.00," ? 1,200.00 ", ? 169.00 ,? 355.00,The Veg Manchurian was okay. It was a standard appetizer.
O00961,07-05-2024,16:15,C0139,Arman Khan,R68,Chicken Manchurian,Starter,2,? 280.00, ? 560.00 , ? 205.00 ,? 150.00,The Chicken Manchurian was a fantastic start to our meal! Perfectly crispy.
O00962,07-05-2024,10:45,C0039,Aasifa Shaikh,R74,Chili Chicken,Starter,2,? 340.00, ? 680.00 , ? 250.00 ,? 180.00,The Chili Chicken was a fantastic start to our meal! Perfectly crispy.
O00963,08-05-2024,15:15,C0301,Sher Taimoor,R154,Egg Mayo Sandwich,Snacks,2,? 85.00, ? 170.00 , ? 66.00 ,? 38.00,The Egg Mayo Sandwich was excellent. Really enjoyed the meal.
O00964,08-05-2024,11:15,C0010,Kaif Azam,R100,Biryani (Veg),Rice,2,? 320.00, ? 640.00 , ? 251.00 ,? 138.00,The Biryani (Veg) was fine.
O00965,08-05-2024,22:00,C0097,Isharat Taimoor,R84,Chicken Clear Soup,Starter,1,? 160.00, ? 160.00 , ? 125.00 ,? 35.00,The Chicken Clear Soup was simply delicious and fresh. Highly recommended!
O00966,08-05-2024,22:15,C0277,Shamsher Faruqi,R135,Paneer Kathi Roll,Street Food,4,? 140.00, ? 560.00 , ? 103.00 ,? 148.00,The Paneer Kathi Roll was not what I expected.
O00967,08-05-2024,14:30,C0306,Arman Malik,R117,Vada Pav,Snack,3,? 120.00, ? 360.00 , ? 91.00 ,? 87.00,I was not a fan of the Vada Pav.
O00968,08-05-2024,13:30,C0150,Aman Ali,R68,Chicken Manchurian,Starter,4,? 280.00," ? 1,120.00 ", ? 205.00 ,? 300.00,The Chicken Manchurian was cold when it arrived at our table.
O00969,08-05-2024,15:00,C0114,Imran Faruqi,R141,Chicken Frankie,Street Food,5,? 150.00, ? 750.00 , ? 112.00 ,? 190.00,I was not a fan of the Chicken Frankie.
O00970,08-05-2024,21:00,C0280,Dua Faruqi,R11,Margherita Pizza,Pizza,4,? 330.00," ? 1,320.00 ", ? 231.00 ,? 396.00,The Margherita Pizza was excellent. Really enjoyed the meal.
O00971,08-05-2024,17:30,C0144,Aasifa Mujawar,R161,Grilled Veg Panini,Snacks,5,? 140.00, ? 700.00 , ? 99.00 ,? 205.00,A satisfying meal. The Grilled Veg Panini was a good choice.
O00972,08-05-2024,18:00,C0100,Aman Momin,R169,Club Chicken Sandwich,Snacks,4,? 140.00, ? 560.00 , ? 101.00 ,? 156.00,The Club Chicken Sandwich was excellent. Really enjoyed the meal.
O00973,08-05-2024,20:30,C0112,Shahrukh Sayyad,R7,Butter Chicken,Meat Special,5,? 495.00," ? 2,475.00 ", ? 349.00 ,? 730.00,A satisfying meal. The Butter Chicken was a good choice.
O00974,08-05-2024,15:15,C0226,Aman Taimoor,R90,Tandoori Momos,Starter,2,? 260.00, ? 520.00 , ? 185.00 ,? 150.00,The Tandoori Momos was okay. It was a standard appetizer.
O00975,09-05-2024,20:30,C0227,Nikhat Taimoor,R56,Tandoori Chicken,Non-Veg Main,2,? 460.00, ? 920.00 , ? 366.00 ,? 188.00,The Tandoori Chicken was the highlight of our meal. Absolutely delicious!
O00976,09-05-2024,11:00,C0039,Aasifa Shaikh,R30,Shahi Paneer,Vegetarian,5,? 400.00," ? 2,000.00 ", ? 281.00 ,? 595.00,The Shahi Paneer is a great choice for vegetarians. Hearty and full of flavor.
O00977,09-05-2024,14:30,C0273,Aasin Mujawar,R77,Veg Schezwan Noodles,Rice & Noodles,2,? 240.00, ? 480.00 , ? 171.00 ,? 138.00,Great food! The Veg Schezwan Noodles was delicious and well-prepared.
O00978,09-05-2024,17:30,C0094,Rihan Ali,R165,Paneer Tandoori Wrap,Snacks,5,? 120.00, ? 600.00 , ? 94.00 ,? 130.00,It was an average Paneer Tandoori Wrap.
O00979,09-05-2024,13:45,C0089,Aasin Shaikh,R37,Pav Bhaji,Vegetarian,2,? 220.00, ? 440.00 , ? 171.00 ,? 98.00,Loved the Pav Bhaji! It was a delightful and well-prepared vegetarian meal.
O00980,09-05-2024,17:45,C0177,Sultan Ali,R18,Veg Hakka Noodles,Rice & Noodles,4,? 220.00, ? 880.00 , ? 165.00 ,? 220.00,A satisfying meal. The Veg Hakka Noodles was a good choice.
O00981,09-05-2024,17:30,C0165,Dua Sayyad,R132,Garlic Naan,Breads,1,? 70.00, ? 70.00 , ? 54.00 ,? 16.00,The Garlic Naan was excellent. Really enjoyed the meal.
O00982,09-05-2024,12:45,C0097,Isharat Taimoor,R15,Tiramisu,Dessert,4,? 280.00," ? 1,120.00 ", ? 201.00 ,? 316.00,The Tiramisu was not what I expected.
O00983,09-05-2024,15:45,C0020,Rihan Shikalkar,R71,Veg Spring Rolls,Starter,2,? 220.00, ? 440.00 , ? 162.00 ,? 116.00,The Veg Spring Rolls was a fantastic start to our meal! Perfectly crispy.
O00984,10-05-2024,11:15,C0014,Arman Faruqi,R22,Paneer Tikka,Starter,2,? 280.00, ? 560.00 , ? 199.00 ,? 162.00,The Paneer Tikka was simply delicious and fresh. Highly recommended!
O00985,10-05-2024,12:00,C0241,Shamsher Faruqi,R4,Chicken Biryani,Rice Meal,5,? 440.00," ? 2,200.00 ", ? 334.00 ,? 530.00,A satisfying meal. The Chicken Biryani was a good choice.
O00986,10-05-2024,14:45,C0168,Isharat Shikalkar,R53,Baingan Bharta,Vegetarian,3,? 260.00, ? 780.00 , ? 195.00 ,? 195.00,The Baingan Bharta was bland and needed more seasoning.
O00987,10-05-2024,19:45,C0177,Sultan Ali,R5,Mutton Biryani,Rice Meal,5,? 490.00," ? 2,450.00 ", ? 350.00 ,? 700.00,The Mutton Biryani was excellent. Really enjoyed the meal.
O00988,10-05-2024,10:15,C0286,Sher Malik,R27,Pasta Arrabbiata,Continental,3,? 300.00, ? 900.00 , ? 215.00 ,? 255.00,Great food! The Pasta Arrabbiata was delicious and well-prepared.
O00989,10-05-2024,11:15,C0149,Aariz Nadaf,R11,Margherita Pizza,Pizza,2,? 330.00, ? 660.00 , ? 231.00 ,? 198.00,A satisfying meal. The Margherita Pizza was a good choice.
O00990,10-05-2024,10:00,C0178,Wahaj Sayyad,R26,Pasta Alfredo,Continental,3,? 320.00, ? 960.00 , ? 249.00 ,? 213.00,The Pasta Alfredo was not what I expected.
O00991,10-05-2024,21:45,C0134,Isharat Nadaf,R141,Chicken Frankie,Street Food,2,? 150.00, ? 300.00 , ? 112.00 ,? 76.00,A satisfying meal. The Chicken Frankie was a good choice.
O00992,10-05-2024,17:45,C0247,Shahrukh Sayyad,R8,Paneer Butter Masala,Vegetarian,1,? 380.00, ? 380.00 , ? 298.00 ,? 82.00,The Paneer Butter Masala was bland and needed more seasoning.
O00993,10-05-2024,22:15,C0067,Sultan Ali,R116,Uttapam,South Indian,5,? 220.00," ? 1,100.00 ", ? 170.00 ,? 250.00,The Uttapam met my expectations.
O00994,10-05-2024,21:15,C0201,Sher Sayyad,R54,Aloo Gobi,Vegetarian,3,? 220.00, ? 660.00 , ? 166.00 ,? 162.00,A wholesome and delicious Aloo Gobi. The vegetables were so fresh!
O00995,10-05-2024,11:15,C0184,Kaif Sayyad,R100,Biryani (Veg),Rice,4,? 320.00," ? 1,280.00 ", ? 251.00 ,? 276.00,Great food! The Biryani (Veg) was delicious and well-prepared.
O00996,10-05-2024,10:00,C0242,Arahan Mujawar,R100,Biryani (Veg),Rice,2,? 320.00, ? 640.00 , ? 251.00 ,? 138.00,A satisfying meal. The Biryani (Veg) was a good choice.
O00997,10-05-2024,14:30,C0150,Aman Ali,R168,Avocado Toast,Breakfast,5,? 150.00, ? 750.00 , ? 111.00 ,? 195.00,It was an average Avocado Toast.
O00998,11-05-2024,20:15,C0066,Abdul Rahim Mujawar,R20,Veg Fried Rice,Rice & Noodles,1,? 200.00, ? 200.00 , ? 145.00 ,? 55.00,The Veg Fried Rice was excellent. Really enjoyed the meal.
O00999,11-05-2024,15:00,C0032,Ayeza Mujawar,R45,Medu Vada,Vegetarian,3,? 150.00, ? 450.00 , ? 112.00 ,? 114.00,The Medu Vada is a great choice for vegetarians. Hearty and full of flavor.
O01000,11-05-2024,16:45,C0175,Aasiya Momin,R158,Cheese Garlic Bread,Breads,4,? 110.00, ? 440.00 , ? 85.00 ,? 100.00,The Cheese Garlic Bread was not what I expected.
O01001,11-05-2024,21:30,C0065,Shamsher Faruqi,R62,Dal Makhani,Vegetarian,4,? 340.00," ? 1,360.00 ", ? 269.00 ,? 284.00,A wholesome and delicious Dal Makhani. The vegetables were so fresh!
O01002,11-05-2024,19:15,C0167,Abdul Rahim Momin,R156,Veg Paneer Wrap,Snacks,4,? 95.00, ? 380.00 , ? 74.00 ,? 84.00,The Veg Paneer Wrap was fine.
O01003,11-05-2024,15:45,C0204,Aasifa Faruqi,R146,Cheese Sandwich,Sandwiches,2,? 100.00, ? 200.00 , ? 72.00 ,? 56.00,A satisfying meal. The Cheese Sandwich was a good choice.
O01004,11-05-2024,22:00,C0116,Arman Khan,R116,Uttapam,South Indian,4,? 220.00, ? 880.00 , ? 170.00 ,? 200.00,The Uttapam could have been better.
O01005,11-05-2024,18:00,C0012,Abdul Rahim Malik,R32,Mutton Rogan Josh,Non-Veg Main,3,? 520.00," ? 1,560.00 ", ? 395.00 ,? 375.00,The meat in the Mutton Rogan Josh was a bit tough and chewy.
O01006,12-05-2024,22:00,C0139,Arman Khan,R141,Chicken Frankie,Street Food,5,? 150.00, ? 750.00 , ? 112.00 ,? 190.00,The Chicken Frankie was excellent. Really enjoyed the meal.
O01007,12-05-2024,11:00,C0259,Nikhat Malik,R146,Cheese Sandwich,Sandwiches,5,? 100.00, ? 500.00 , ? 72.00 ,? 140.00,Great food! The Cheese Sandwich was delicious and well-prepared.
O01008,12-05-2024,12:00,C0253,Kaif Sayyad,R17,French Fries,Starter,3,? 120.00, ? 360.00 , ? 87.00 ,? 99.00,It was an average French Fries.
O01009,12-05-2024,22:30,C0321,Aasifa Khan,R32,Mutton Rogan Josh,Non-Veg Main,1,? 520.00, ? 520.00 , ? 395.00 ,? 125.00,A truly authentic and flavorful Mutton Rogan Josh. It was very satisfying.
O01010,12-05-2024,18:30,C0282,Nikhat Khan,R43,Idli Sambar,Vegetarian,4,? 160.00, ? 640.00 , ? 119.00 ,? 164.00,I found the Idli Sambar to be a bit watery.
O01011,12-05-2024,13:15,C0314,Arman Faruqi,R26,Pasta Alfredo,Continental,3,? 320.00, ? 960.00 , ? 249.00 ,? 213.00,The Pasta Alfredo was not what I expected.
O01012,12-05-2024,20:15,C0099,Aariz Faruqi,R160,Chicken Caesar Wrap,Snacks,5,? 150.00, ? 750.00 , ? 109.00 ,? 205.00,A satisfying meal. The Chicken Caesar Wrap was a good choice.
O01013,12-05-2024,12:00,C0031,Rihan Momin,R116,Uttapam,South Indian,4,? 220.00, ? 880.00 , ? 170.00 ,? 200.00,Great food! The Uttapam was delicious and well-prepared.
O01014,12-05-2024,12:30,C0175,Aasiya Momin,R73,Chili Paneer,Starter,4,? 280.00," ? 1,120.00 ", ? 219.00 ,? 244.00,The Chili Paneer was cold when it arrived at our table.
O01015,12-05-2024,13:45,C0268,Ayeza Azam,R44,Vada Sambar,Vegetarian,3,? 170.00, ? 510.00 , ? 121.00 ,? 147.00,The Vada Sambar is a great choice for vegetarians. Hearty and full of flavor.
O01016,12-05-2024,21:30,C0170,Sher Shikalkar,R79,Hot & Sour Soup (Veg),Starter,3,? 160.00, ? 480.00 , ? 113.00 ,? 141.00,Absolutely loved the Hot & Sour Soup (Veg)! It was the perfect appetizer to get us started.
O01017,12-05-2024,18:15,C0257,Aman Nadaf,R42,Masala Dosa,Vegetarian,1,? 180.00, ? 180.00 , ? 138.00 ,? 42.00,The Masala Dosa was bland and needed more seasoning.
O01018,13-05-2024,19:45,C0312,Danish Khan,R44,Vada Sambar,Vegetarian,3,? 170.00, ? 510.00 , ? 121.00 ,? 147.00,The Vada Sambar was bland and needed more seasoning.
O01019,13-05-2024,20:15,C0061,Shamsher Raes,R124,Chana Masala,Main Course,1,? 260.00, ? 260.00 , ? 185.00 ,? 75.00,It was an average Chana Masala.
O01020,13-05-2024,11:30,C0117,Shamsher Ali,R85,Veg Momos,Starter,5,? 180.00, ? 900.00 , ? 138.00 ,? 210.00,Absolutely loved the Veg Momos! It was the perfect appetizer to get us started.
O01021,13-05-2024,22:30,C0206,Aariz Faruqi,R90,Tandoori Momos,Starter,4,? 260.00," ? 1,040.00 ", ? 185.00 ,? 300.00,The Tandoori Momos was simply delicious and fresh. Highly recommended!
O01022,13-05-2024,13:45,C0225,Arman Faruqi,R83,Veg Clear Soup,Starter,2,? 120.00, ? 240.00 , ? 84.00 ,? 72.00,The Veg Clear Soup was a fantastic start to our meal! Perfectly crispy.
O01023,13-05-2024,14:00,C0319,Sultan Raes,R24,Samosa,Starter,1,? 100.00, ? 100.00 , ? 73.00 ,? 27.00,The Samosa was okay. It was a standard appetizer.
O01024,13-05-2024,22:45,C0297,Wahaj Ali,R128,Matar Paneer,Main Course,2,? 340.00, ? 680.00 , ? 263.00 ,? 154.00,A satisfying meal. The Matar Paneer was a good choice.
O01025,13-05-2024,20:45,C0041,Aakib Shaikh,R165,Paneer Tandoori Wrap,Snacks,4,? 120.00, ? 480.00 , ? 94.00 ,? 104.00,A satisfying meal. The Paneer Tandoori Wrap was a good choice.
O01026,13-05-2024,18:15,C0239,Arman Momin,R132,Garlic Naan,Breads,2,? 70.00, ? 140.00 , ? 54.00 ,? 32.00,The Garlic Naan was excellent. Really enjoyed the meal.
O01027,13-05-2024,20:30,C0199,Arman Shaikh,R55,Jeera Rice,Rice & Noodles,4,? 180.00, ? 720.00 , ? 129.00 ,? 204.00,It was an average Jeera Rice.
O01028,13-05-2024,19:30,C0258,Aakib Sayyad,R149,Paneer Parantha,Breads,3,? 90.00, ? 270.00 , ? 64.00 ,? 78.00,The Paneer Parantha was fine.
O01029,13-05-2024,17:00,C0104,Sultan Nadaf,R15,Tiramisu,Dessert,4,? 280.00," ? 1,120.00 ", ? 201.00 ,? 316.00,The Tiramisu was not what I expected.
O01030,13-05-2024,20:00,C0044,Shamsher Mujawar,R119,Misal Pav,Snack,3,? 160.00, ? 480.00 , ? 126.00 ,? 102.00,A satisfying meal. The Misal Pav was a good choice.
O01031,14-05-2024,18:30,C0205,Rihan Taimoor,R1,Tomato Soup,Starter,5,? 180.00, ? 900.00 , ? 132.00 ,? 240.00,The Tomato Soup was a fantastic start to our meal! Perfectly crispy.
O01032,14-05-2024,12:00,C0119,Shahrukh Azam,R84,Chicken Clear Soup,Starter,5,? 160.00, ? 800.00 , ? 125.00 ,? 175.00,The Chicken Clear Soup was cold when it arrived at our table.
O01033,14-05-2024,20:30,C0217,Nikhat Mujawar,R81,Sweet Corn Soup (Veg),Starter,5,? 140.00, ? 700.00 , ? 108.00 ,? 160.00,The Sweet Corn Soup (Veg) was a fantastic start to our meal! Perfectly crispy.
O01034,14-05-2024,22:00,C0042,Aasin Taimoor,R119,Misal Pav,Snack,3,? 160.00, ? 480.00 , ? 126.00 ,? 102.00,The Misal Pav met my expectations.
O01035,14-05-2024,13:15,C0018,Sher Shikalkar,R150,Aloo Parantha,Breads,4,? 80.00, ? 320.00 , ? 63.00 ,? 68.00,The Aloo Parantha was excellent. Really enjoyed the meal.
O01036,14-05-2024,15:45,C0109,Aman Mujawar,R131,Butter Naan,Breads,3,? 60.00, ? 180.00 , ? 45.00 ,? 45.00,A satisfying meal. The Butter Naan was a good choice.
O01037,14-05-2024,21:45,C0191,Imran Shikalkar,R21,Chicken Fried Rice,Rice & Noodles,5,? 240.00," ? 1,200.00 ", ? 182.00 ,? 290.00,Great food! The Chicken Fried Rice was delicious and well-prepared.
O01038,14-05-2024,21:00,C0172,Ayeza Shaikh,R57,Chicken Tikka Masala,Non-Veg Main,1,? 480.00, ? 480.00 , ? 373.00 ,? 107.00,The Chicken Tikka Masala was alright. It was cooked well but the flavor was average.
O01039,15-05-2024,16:15,C0174,Anis Malik,R20,Veg Fried Rice,Rice & Noodles,3,? 200.00, ? 600.00 , ? 145.00 ,? 165.00,A satisfying meal. The Veg Fried Rice was a good choice.
O01040,15-05-2024,18:45,C0067,Sultan Ali,R151,Veg Frankie Roll,Snacks,2,? 80.00, ? 160.00 , ? 62.00 ,? 36.00,The Veg Frankie Roll was excellent. Really enjoyed the meal.
O01041,15-05-2024,22:45,C0303,Dua Momin,R84,Chicken Clear Soup,Starter,3,? 160.00, ? 480.00 , ? 125.00 ,? 105.00,The Chicken Clear Soup was a bit too oily for my liking.
O01042,15-05-2024,21:30,C0090,Shahrukh Khan,R28,Caesar Salad,Salad,3,? 280.00, ? 840.00 , ? 210.00 ,? 210.00,I was not a fan of the Caesar Salad.
O01043,15-05-2024,12:45,C0075,Rihan Raes,R154,Egg Mayo Sandwich,Snacks,1,? 85.00, ? 85.00 , ? 66.00 ,? 19.00,The Egg Mayo Sandwich met my expectations.
O01044,15-05-2024,18:45,C0292,Arahan Taimoor,R34,Dal Tadka,Vegetarian,5,? 260.00," ? 1,300.00 ", ? 183.00 ,? 385.00,The Dal Tadka is a great choice for vegetarians. Hearty and full of flavor.
O01045,15-05-2024,18:00,C0007,Aman Taimoor,R86,Chicken Momos,Starter,5,? 220.00," ? 1,100.00 ", ? 170.00 ,? 250.00,It was an average Chicken Momos.
O01046,15-05-2024,15:00,C0098,Shahrukh Malik,R19,Chicken Hakka Noodles,Rice & Noodles,1,? 260.00, ? 260.00 , ? 193.00 ,? 67.00,The Chicken Hakka Noodles was not what I expected.
O01047,15-05-2024,17:30,C0320,Sultan Momin,R162,BBQ Chicken Pizza Sandwich,Snacks,4,? 160.00, ? 640.00 , ? 115.00 ,? 180.00,A satisfying meal. The BBQ Chicken Pizza Sandwich was a good choice.
O01048,15-05-2024,11:15,C0294,Isharat Sayyad,R59,Veg Pulao,Rice & Noodles,5,? 240.00," ? 1,200.00 ", ? 190.00 ,? 250.00,I was not a fan of the Veg Pulao.
O01049,15-05-2024,11:30,C0274,Moh Saad Sayyad,R27,Pasta Arrabbiata,Continental,1,? 300.00, ? 300.00 , ? 215.00 ,? 85.00,Great food! The Pasta Arrabbiata was delicious and well-prepared.
O01050,15-05-2024,16:45,C0277,Shamsher Faruqi,R146,Cheese Sandwich,Sandwiches,3,? 100.00, ? 300.00 , ? 72.00 ,? 84.00,The Cheese Sandwich was not what I expected.
O01051,15-05-2024,15:45,C0293,Wahaj Raes,R144,Paneer Shawarma,Street Food,5,? 150.00, ? 750.00 , ? 111.00 ,? 195.00,Great food! The Paneer Shawarma was delicious and well-prepared.
O01052,16-05-2024,15:45,C0137,Aman Raes,R72,Chicken Spring Rolls,Starter,3,? 260.00, ? 780.00 , ? 189.00 ,? 213.00,Wasn't very impressed with the Chicken Spring Rolls. It lacked flavor.
O01053,16-05-2024,15:15,C0251,Aakib Khan,R71,Veg Spring Rolls,Starter,2,? 220.00, ? 440.00 , ? 162.00 ,? 116.00,The Veg Spring Rolls was a fantastic start to our meal! Perfectly crispy.
O01054,16-05-2024,15:45,C0314,Arman Faruqi,R128,Matar Paneer,Main Course,1,? 340.00, ? 340.00 , ? 263.00 ,? 77.00,It was an average Matar Paneer.
O01055,16-05-2024,12:00,C0250,Isharat Azam,R25,Spring Rolls,Starter,1,? 220.00, ? 220.00 , ? 164.00 ,? 56.00,It was an average Spring Rolls.
O01056,16-05-2024,10:30,C0162,Shamsher Mujawar,R24,Samosa,Starter,4,? 100.00, ? 400.00 , ? 73.00 ,? 108.00,The Samosa was simply delicious and fresh. Highly recommended!
O01057,16-05-2024,14:30,C0073,Moh Saad Taimoor,R16,Ice Cream Sundae,Dessert,3,? 200.00, ? 600.00 , ? 143.00 ,? 171.00,A satisfying meal. The Ice Cream Sundae was a good choice.
O01058,16-05-2024,11:00,C0037,Wahaj Malik,R163,Corn & Cheese Sandwich,Snacks,2,? 90.00, ? 180.00 , ? 66.00 ,? 48.00,A satisfying meal. The Corn & Cheese Sandwich was a good choice.
O01059,16-05-2024,15:15,C0302,Shamsher Ali,R68,Chicken Manchurian,Starter,2,? 280.00, ? 560.00 , ? 205.00 ,? 150.00,The Chicken Manchurian was okay. It was a standard appetizer.
O01060,17-05-2024,22:45,C0159,Arman Taimoor,R40,Mutton Biryani,Rice & Noodles,5,? 480.00," ? 2,400.00 ", ? 340.00 ,? 700.00,It was an average Mutton Biryani.
O01061,17-05-2024,21:30,C0291,Aman Faruqi,R68,Chicken Manchurian,Starter,2,? 280.00, ? 560.00 , ? 205.00 ,? 150.00,"The Chicken Manchurian was decent, but nothing special."
