,Unnamed: 0,OrderID,OrderDate,OrderTime,CustomerID,CustomerName,DishID,DishName,Category,Quantity,Price,Revenue,CostPrice,Profit,Feedback
411,411,O00412,15-03-2024,13:00,C0045,Arman Shaikh,3,Chicken Soup,Starter,4,? 220.00, ? 880.00 , ? 170.00 ,? 200.00,Absolutely loved the Chicken Soup! It was the perfect appetizer to get us started.
412,412,O00413,15-03-2024,14:30,C0176,Abdul Rahim Shikalkar,21,Chicken Fried Rice,Rice & Noodles,3,? 240.00, ? 720.00 , ? 182.00 ,? 174.00,I was not a fan of the Chicken Fried Rice.
413,413,O00414,15-03-2024,22:15,C0071,Arman Azam,38,Mutton Biryani,Rice Meal,1,? 490.00, ? 490.00 , ? 350.00 ,? 140.00,The Mutton Biryani met my expectations.
414,414,O00415,15-03-2024,10:30,C0299,Aakib Shaikh,96,Club Sandwich,Sandwiches,2,? 160.00, ? 320.00 , ? 119.00 ,? 82.00,The Club Sandwich could have been better.
415,415,O00416,15-03-2024,11:30,C0079,Shahrukh Faruqi,114,Veg Frankie Roll,Snacks,3,? 80.00, ? 240.00 , ? 62.00 ,? 54.00,Great food! The Veg Frankie Roll was delicious and well-prepared.
416,416,O00417,15-03-2024,13:00,C0163,Shamsher Shikalkar,107,Paneer Shawarma,Street Food,4,? 150.00, ? 600.00 , ? 111.00 ,? 156.00,I was not a fan of the Paneer Shawarma.
417,417,O00418,15-03-2024,12:45,C0214,Nikhat Taimoor,84,Seekh Kebab,Starter,1,? 400.00, ? 400.00 , ? 282.00 ,? 118.00,The Seekh Kebab was a bit too oily for my liking.
418,418,O00419,15-03-2024,11:45,C0115,Aasifa Nadaf,14,Rasgulla,Dessert,1,? 140.00, ? 140.00 , ? 100.00 ,? 40.00,A satisfying meal. The Rasgulla was a good choice.
419,419,O00420,15-03-2024,21:15,C0238,Aakib Malik,63,Chili Paneer,Starter,5,? 280.00," ? 1,400.00 ", ? 219.00 ,? 305.00,The Chili Paneer was a bit too oily for my liking.
420,420,O00421,15-03-2024,17:15,C0020,Rihan Shikalkar,31,Mutton Rogan Josh,Non-Veg Main,5,? 520.00," ? 2,600.00 ", ? 395.00 ,? 625.00,Felt that the Mutton Rogan Josh was overpriced for its quality.
421,421,O00422,15-03-2024,11:00,C0228,Isharat Momin,129,Smoked Chicken Sub,Snacks,3,? 160.00, ? 480.00 , ? 112.00 ,? 144.00,A satisfying meal. The Smoked Chicken Sub was a good choice.
422,422,O00423,16-03-2024,15:45,C0236,Aakib Khan,1,Tomato Soup,Starter,4,? 180.00, ? 720.00 , ? 132.00 ,? 192.00,The Tomato Soup was cold when it arrived at our table.
423,423,O00424,16-03-2024,20:45,C0011,Aasiya Ali,37,Biryani Veg,Rice & Noodles,1,? 320.00, ? 320.00 , ? 233.00 ,? 87.00,The Biryani Veg was not what I expected.
424,424,O00425,16-03-2024,12:30,C0193,Anis Nadaf,79,Fried Momos (Chicken),Starter,4,? 240.00, ? 960.00 , ? 176.00 ,? 256.00,The Fried Momos (Chicken) was simply delicious and fresh. Highly recommended!
425,425,O00426,16-03-2024,10:45,C0043,Aakib Faruqi,57,Prawn Masala,Non-Veg Main,3,? 460.00," ? 1,380.00 ", ? 326.00 ,? 402.00,The Prawn Masala was satisfactory.
426,426,O00427,16-03-2024,13:00,C0148,Aakib Momin,57,Prawn Masala,Non-Veg Main,5,? 460.00," ? 2,300.00 ", ? 326.00 ,? 670.00,The Prawn Masala was cooked to perfection. The spices were spot on!
427,427,O00428,16-03-2024,14:00,C0195,Aasin Malik,7,Butter Chicken,Meat Special,1,? 495.00, ? 495.00 , ? 349.00 ,? 146.00,The Butter Chicken was excellent. Really enjoyed the meal.
428,428,O00429,16-03-2024,19:15,C0051,Dua Khan,29,Greek Salad,Salad,3,? 260.00, ? 780.00 , ? 197.00 ,? 189.00,A satisfying meal. The Greek Salad was a good choice.
429,429,O00430,16-03-2024,20:15,C0207,Imran Khan,45,Egg Curry,Non-Veg Main,2,? 280.00, ? 560.00 , ? 203.00 ,? 154.00,The Egg Curry was cooked to perfection. The spices were spot on!
430,430,O00431,16-03-2024,18:30,C0208,Dua Momin,89,Misal Pav,Snack,5,? 160.00, ? 800.00 , ? 126.00 ,? 170.00,A satisfying meal. The Misal Pav was a good choice.
431,431,O00432,17-03-2024,10:15,C0100,Aman Momin,49,Aloo Gobi,Vegetarian,3,? 220.00, ? 660.00 , ? 166.00 ,? 162.00,The Aloo Gobi is a great choice for vegetarians. Hearty and full of flavor.
432,432,O00433,17-03-2024,10:30,C0050,Dua Sayyad,4,Chicken Biryani,Rice Meal,4,? 440.00," ? 1,760.00 ", ? 334.00 ,? 424.00,The Chicken Biryani was excellent. Really enjoyed the meal.
433,433,O00434,17-03-2024,11:30,C0196,Arman Taimoor,49,Aloo Gobi,Vegetarian,3,? 220.00, ? 660.00 , ? 166.00 ,? 162.00,Loved the Aloo Gobi! It was a delightful and well-prepared vegetarian meal.
434,434,O00435,17-03-2024,20:30,C0137,Aman Raes,107,Paneer Shawarma,Street Food,5,? 150.00, ? 750.00 , ? 111.00 ,? 195.00,A satisfying meal. The Paneer Shawarma was a good choice.
435,435,O00436,17-03-2024,15:30,C0239,Arman Momin,34,Rajma Chawal,Vegetarian,4,? 300.00," ? 1,200.00 ", ? 238.00 ,? 248.00,I found the Rajma Chawal to be a bit watery.
436,436,O00437,17-03-2024,17:00,C0057,Arman Azam,121,Cheese Garlic Bread,Breads,4,? 110.00, ? 440.00 , ? 85.00 ,? 100.00,The Cheese Garlic Bread met my expectations.
437,437,O00438,18-03-2024,16:15,C0142,Abdul Rahim Nadaf,73,Veg Clear Soup,Starter,5,? 120.00, ? 600.00 , ? 84.00 ,? 180.00,Absolutely loved the Veg Clear Soup! It was the perfect appetizer to get us started.
438,438,O00439,18-03-2024,14:30,C0148,Aakib Momin,32,Fish Curry,Non-Veg Main,3,? 400.00," ? 1,200.00 ", ? 286.00 ,? 342.00,The Fish Curry was the highlight of our meal. Absolutely delicious!
439,439,O00440,18-03-2024,15:45,C0091,Aasin Nadaf,53,Veg Pulao,Rice & Noodles,2,? 240.00, ? 480.00 , ? 190.00 ,? 100.00,I was not a fan of the Veg Pulao.
440,440,O00441,18-03-2024,12:45,C0099,Aariz Faruqi,3,Chicken Soup,Starter,1,? 220.00, ? 220.00 , ? 170.00 ,? 50.00,Absolutely loved the Chicken Soup! It was the perfect appetizer to get us started.
441,441,O00442,18-03-2024,16:15,C0004,Ayeza Ali,115,Chicken Kathi Roll,Street Food,5,? 160.00, ? 800.00 , ? 112.00 ,? 240.00,The Chicken Kathi Roll was excellent. Really enjoyed the meal.
442,442,O00443,18-03-2024,11:00,C0010,Kaif Azam,2,Mushroom Soup,Starter,2,? 200.00, ? 400.00 , ? 159.00 ,? 82.00,The Mushroom Soup was a bit too oily for my liking.
443,443,O00444,18-03-2024,11:45,C0141,Arahan Ali,52,Chicken Tikka Masala,Non-Veg Main,4,? 480.00," ? 1,920.00 ", ? 373.00 ,? 428.00,The Chicken Tikka Masala was the highlight of our meal. Absolutely delicious!
444,444,O00445,18-03-2024,13:00,C0054,Shamsher Ali,124,Grilled Veg Panini,Snacks,3,? 140.00, ? 420.00 , ? 99.00 ,? 123.00,The Grilled Veg Panini was not what I expected.
445,445,O00446,18-03-2024,11:15,C0251,Aakib Khan,102,Chicken Sub,Sandwiches,2,? 180.00, ? 360.00 , ? 137.00 ,? 86.00,It was an average Chicken Sub.
446,446,O00447,18-03-2024,13:30,C0217,Nikhat Mujawar,56,Dal Makhani,Vegetarian,1,? 340.00, ? 340.00 , ? 269.00 ,? 71.00,The Dal Makhani is a great choice for vegetarians. Hearty and full of flavor.
447,447,O00448,19-03-2024,20:15,C0240,Sultan Ali,28,Caesar Salad,Salad,3,? 280.00, ? 840.00 , ? 210.00 ,? 210.00,The Caesar Salad was excellent. Really enjoyed the meal.
448,448,O00449,19-03-2024,15:15,C0073,Moh Saad Taimoor,40,Idli Sambar,Vegetarian,2,? 160.00, ? 320.00 , ? 119.00 ,? 82.00,Loved the Idli Sambar! It was a delightful and well-prepared vegetarian meal.
449,449,O00450,19-03-2024,21:30,C0306,Arman Malik,34,Rajma Chawal,Vegetarian,2,? 300.00, ? 600.00 , ? 238.00 ,? 124.00,The Rajma Chawal was a decent vegetarian option.
450,450,O00451,19-03-2024,14:15,C0277,Shamsher Faruqi,3,Chicken Soup,Starter,2,? 220.00, ? 440.00 , ? 170.00 ,? 100.00,The Chicken Soup was a fantastic start to our meal! Perfectly crispy.
451,451,O00452,19-03-2024,10:15,C0077,Shahrukh Momin,23,Chicken Tikka,Starter,1,? 320.00, ? 320.00 , ? 233.00 ,? 87.00,The Chicken Tikka was a fantastic start to our meal! Perfectly crispy.
452,452,O00453,19-03-2024,15:15,C0199,Arman Shaikh,97,Grilled Cheese Sandwich,Sandwiches,2,? 120.00, ? 240.00 , ? 90.00 ,? 60.00,It was an average Grilled Cheese Sandwich.
453,453,O00454,19-03-2024,18:30,C0099,Aariz Faruqi,59,Veg Manchurian,Starter,5,? 240.00," ? 1,200.00 ", ? 169.00 ,? 355.00,Absolutely loved the Veg Manchurian! It was the perfect appetizer to get us started.
454,454,O00455,19-03-2024,14:30,C0099,Aariz Faruqi,57,Prawn Masala,Non-Veg Main,2,? 460.00, ? 920.00 , ? 326.00 ,? 268.00,The Prawn Masala was alright. It was cooked well but the flavor was average.
455,455,O00456,19-03-2024,16:45,C0250,Isharat Azam,129,Smoked Chicken Sub,Snacks,1,? 160.00, ? 160.00 , ? 112.00 ,? 48.00,A satisfying meal. The Smoked Chicken Sub was a good choice.
456,456,O00457,19-03-2024,20:45,C0250,Isharat Azam,122,Falafel Wrap,Snacks,1,? 130.00, ? 130.00 , ? 102.00 ,? 28.00,A satisfying meal. The Falafel Wrap was a good choice.
457,457,O00458,20-03-2024,11:30,C0330,Kaif Momin,102,Chicken Sub,Sandwiches,3,? 180.00, ? 540.00 , ? 137.00 ,? 129.00,It was an average Chicken Sub.
458,458,O00459,20-03-2024,21:45,C0052,Shahrukh Sayyad,31,Mutton Rogan Josh,Non-Veg Main,4,? 520.00," ? 2,080.00 ", ? 395.00 ,? 500.00,The Mutton Rogan Josh was cooked to perfection. The spices were spot on!
459,459,O00460,20-03-2024,20:45,C0301,Sher Taimoor,13,Gulab Jamun,Dessert,5,? 150.00, ? 750.00 , ? 117.00 ,? 165.00,The Gulab Jamun was fine.
460,460,O00461,20-03-2024,21:30,C0031,Rihan Momin,26,Pasta Alfredo,Continental,1,? 320.00, ? 320.00 , ? 249.00 ,? 71.00,It was an average Pasta Alfredo.
461,461,O00462,20-03-2024,15:30,C0266,Aasifa Sayyad,114,Veg Frankie Roll,Snacks,5,? 80.00, ? 400.00 , ? 62.00 ,? 90.00,The Veg Frankie Roll was excellent. Really enjoyed the meal.
462,462,O00463,20-03-2024,11:30,C0052,Shahrukh Sayyad,120,Peri Peri Chicken Wings,Snacks,5,? 180.00, ? 900.00 , ? 135.00 ,? 225.00,It was an average Peri Peri Chicken Wings.
463,463,O00464,20-03-2024,14:00,C0063,Aasiya Malik,6,Grilled Salmon,Ocean Meal,4,? 500.00," ? 2,000.00 ", ? 357.00 ,? 572.00,The Grilled Salmon could have been better.
464,464,O00465,20-03-2024,16:15,C0097,Isharat Taimoor,36,Pav Bhaji,Vegetarian,3,? 220.00, ? 660.00 , ? 171.00 ,? 147.00,I found the Pav Bhaji to be a bit watery.
465,465,O00466,20-03-2024,17:00,C0061,Shamsher Raes,23,Chicken Tikka,Starter,2,? 320.00, ? 640.00 , ? 233.00 ,? 174.00,The Chicken Tikka was a fantastic start to our meal! Perfectly crispy.
466,466,O00467,20-03-2024,18:15,C0029,Rihan Sayyad,68,Chicken Schezwan Noodles,Rice & Noodles,1,? 280.00, ? 280.00 , ? 218.00 ,? 62.00,I was not a fan of the Chicken Schezwan Noodles.
467,467,O00468,20-03-2024,11:45,C0152,Dua Sayyad,110,Paneer Sandwich,Sandwiches,3,? 120.00, ? 360.00 , ? 84.00 ,? 108.00,The Paneer Sandwich was excellent. Really enjoyed the meal.
468,468,O00469,20-03-2024,17:30,C0289,Aasin Malik,88,Vada Pav,Snack,1,? 120.00, ? 120.00 , ? 91.00 ,? 29.00,The Vada Pav was excellent. Really enjoyed the meal.
469,469,O00470,20-03-2024,21:30,C0245,Wahaj Taimoor,74,Chicken Clear Soup,Starter,3,? 160.00, ? 480.00 , ? 125.00 ,? 105.00,The Chicken Clear Soup was okay. It was a standard appetizer.
470,470,O00471,21-03-2024,19:15,C0194,Isharat Momin,32,Fish Curry,Non-Veg Main,4,? 400.00," ? 1,600.00 ", ? 286.00 ,? 456.00,The Fish Curry was the highlight of our meal. Absolutely delicious!
471,471,O00472,21-03-2024,20:15,C0117,Shamsher Ali,38,Mutton Biryani,Rice & Noodles,5,? 480.00," ? 2,400.00 ", ? 340.00 ,? 700.00,A satisfying meal. The Mutton Biryani was a good choice.
472,472,O00473,21-03-2024,18:30,C0221,Arman Mujawar,2,Mushroom Soup,Starter,4,? 200.00, ? 800.00 , ? 159.00 ,? 164.00,Absolutely loved the Mushroom Soup! It was the perfect appetizer to get us started.
473,473,O00474,21-03-2024,18:30,C0150,Aman Ali,110,Paneer Sandwich,Sandwiches,1,? 120.00, ? 120.00 , ? 84.00 ,? 36.00,A satisfying meal. The Paneer Sandwich was a good choice.
474,474,O00475,21-03-2024,13:00,C0318,Shahrukh Ali,40,Idli Sambar,Vegetarian,4,? 160.00, ? 640.00 , ? 119.00 ,? 164.00,Loved the Idli Sambar! It was a delightful and well-prepared vegetarian meal.
475,475,O00476,21-03-2024,19:30,C0254,Sultan Ali,43,Onion Uttapam,Vegetarian,1,? 160.00, ? 160.00 , ? 112.00 ,? 48.00,The Onion Uttapam was as expected.
476,476,O00477,21-03-2024,17:30,C0284,Sher Shaikh,19,Chicken Hakka Noodles,Rice & Noodles,5,? 260.00," ? 1,300.00 ", ? 193.00 ,? 335.00,Great food! The Chicken Hakka Noodles was delicious and well-prepared.
477,477,O00478,21-03-2024,22:00,C0113,Ayeza Momin,115,Chicken Kathi Roll,Snacks,1,? 120.00, ? 120.00 , ? 91.00 ,? 29.00,A satisfying meal. The Chicken Kathi Roll was a good choice.
478,478,O00479,21-03-2024,12:00,C0015,Kaif Taimoor,97,Grilled Cheese Sandwich,Sandwiches,2,? 120.00, ? 240.00 , ? 90.00 ,? 60.00,The Grilled Cheese Sandwich met my expectations.
479,479,O00480,21-03-2024,15:30,C0106,Aasin Mujawar,8,Paneer Butter Masala,Vegetarian,2,? 380.00, ? 760.00 , ? 298.00 ,? 164.00,"It was an okay Paneer Butter Masala, but I've had better."
480,480,O00481,21-03-2024,20:45,C0029,Rihan Sayyad,50,Jeera Rice,Rice & Noodles,3,? 180.00, ? 540.00 , ? 129.00 ,? 153.00,It was an average Jeera Rice.
481,481,O00482,22-03-2024,14:00,C0028,Aakib Faruqi,55,Vegetable Korma,Vegetarian,3,? 320.00, ? 960.00 , ? 243.00 ,? 231.00,The Vegetable Korma is a great choice for vegetarians. Hearty and full of flavor.
482,482,O00483,22-03-2024,16:45,C0154,Aasin Shikalkar,55,Vegetable Korma,Vegetarian,4,? 320.00," ? 1,280.00 ", ? 243.00 ,? 308.00,The vegetables in the Vegetable Korma seemed overcooked.
483,483,O00484,22-03-2024,20:00,C0057,Arman Azam,51,Tandoori Chicken,Non-Veg Main,1,? 460.00, ? 460.00 , ? 366.00 ,? 94.00,The Tandoori Chicken was the highlight of our meal. Absolutely delicious!
484,484,O00485,22-03-2024,16:30,C0218,Danish Khan,36,Pav Bhaji,Vegetarian,4,? 220.00, ? 880.00 , ? 171.00 ,? 196.00,A wholesome and delicious Pav Bhaji. The vegetables were so fresh!
485,485,O00486,22-03-2024,20:00,C0303,Dua Momin,128,Paneer Tandoori Wrap,Snacks,1,? 120.00, ? 120.00 , ? 94.00 ,? 26.00,Great food! The Paneer Tandoori Wrap was delicious and well-prepared.
486,486,O00487,22-03-2024,22:45,C0205,Rihan Taimoor,2,Mushroom Soup,Starter,5,? 200.00," ? 1,000.00 ", ? 159.00 ,? 205.00,The Mushroom Soup was a fantastic start to our meal! Perfectly crispy.
487,487,O00488,22-03-2024,17:45,C0184,Kaif Sayyad,96,Club Sandwich,Sandwiches,2,? 160.00, ? 320.00 , ? 119.00 ,? 82.00,The Club Sandwich was excellent. Really enjoyed the meal.
488,488,O00489,22-03-2024,10:30,C0244,Arahan Raes,23,Chicken Tikka,Starter,2,? 320.00, ? 640.00 , ? 233.00 ,? 174.00,The Chicken Tikka was a bit too oily for my liking.
489,489,O00490,23-03-2024,22:45,C0122,Aakib Nadaf,73,Veg Clear Soup,Starter,2,? 120.00, ? 240.00 , ? 84.00 ,? 72.00,The Veg Clear Soup was cold when it arrived at our table.
490,490,O00491,23-03-2024,19:45,C0286,Sher Malik,37,Biryani Veg,Rice & Noodles,3,? 320.00, ? 960.00 , ? 233.00 ,? 261.00,It was an average Biryani Veg.
491,491,O00492,23-03-2024,12:15,C0253,Kaif Sayyad,86,Non-Veg Thali,Meal Combo,2,? 440.00, ? 880.00 , ? 322.00 ,? 236.00,A satisfying meal. The Non-Veg Thali was a good choice.
492,492,O00493,23-03-2024,19:30,C0206,Aariz Faruqi,66,Schezwan Chicken Fried Rice,Rice & Noodles,1,? 280.00, ? 280.00 , ? 211.00 ,? 69.00,The Schezwan Chicken Fried Rice could have been better.
493,493,O00494,23-03-2024,12:30,C0323,Wahaj Ali,109,Cheese Sandwich,Sandwiches,5,? 100.00, ? 500.00 , ? 72.00 ,? 140.00,The Cheese Sandwich was fine.
494,494,O00495,23-03-2024,16:15,C0075,Rihan Raes,14,Rasgulla,Dessert,5,? 140.00, ? 700.00 , ? 100.00 ,? 200.00,The Rasgulla was excellent. Really enjoyed the meal.
495,495,O00496,23-03-2024,12:30,C0214,Nikhat Taimoor,30,Shahi Paneer,Vegetarian,5,? 400.00," ? 2,000.00 ", ? 281.00 ,? 595.00,Loved the Shahi Paneer! It was a delightful and well-prepared vegetarian meal.
496,496,O00497,23-03-2024,13:45,C0294,Isharat Sayyad,81,Biryani (Veg),Rice,1,? 320.00, ? 320.00 , ? 251.00 ,? 69.00,The Biryani (Veg) was not what I expected.
497,497,O00498,24-03-2024,17:30,C0079,Shahrukh Faruqi,55,Vegetable Korma,Vegetarian,5,? 320.00," ? 1,600.00 ", ? 243.00 ,? 385.00,A wholesome and delicious Vegetable Korma. The vegetables were so fresh!
498,498,O00499,24-03-2024,10:00,C0001,Moh Saad Azam,29,Greek Salad,Salad,3,? 260.00, ? 780.00 , ? 197.00 ,? 189.00,Great food! The Greek Salad was delicious and well-prepared.
499,499,O00500,24-03-2024,13:30,C0079,Shahrukh Faruqi,62,Chicken Spring Rolls,Starter,1,? 260.00, ? 260.00 , ? 189.00 ,? 71.00,Absolutely loved the Chicken Spring Rolls! It was the perfect appetizer to get us started.
500,500,O00501,24-03-2024,13:00,C0206,Aariz Faruqi,120,Peri Peri Chicken Wings,Snacks,4,? 180.00, ? 720.00 , ? 135.00 ,? 180.00,Great food! The Peri Peri Chicken Wings was delicious and well-prepared.
501,501,O00502,24-03-2024,18:30,C0142,Abdul Rahim Nadaf,110,Paneer Sandwich,Sandwiches,2,? 120.00, ? 240.00 , ? 84.00 ,? 72.00,Great food! The Paneer Sandwich was delicious and well-prepared.
502,502,O00503,24-03-2024,16:00,C0292,Arahan Taimoor,117,Egg Mayo Sandwich,Snacks,1,? 85.00, ? 85.00 , ? 66.00 ,? 19.00,It was an average Egg Mayo Sandwich.
503,503,O00504,24-03-2024,14:45,C0196,Arman Taimoor,131,Avocado Toast,Breakfast,5,? 150.00, ? 750.00 , ? 111.00 ,? 195.00,A satisfying meal. The Avocado Toast was a good choice.
504,504,O00505,24-03-2024,18:00,C0046,Nikhat Taimoor,76,Chicken Momos,Starter,1,? 220.00, ? 220.00 , ? 170.00 ,? 50.00,Wasn't very impressed with the Chicken Momos. It lacked flavor.
505,505,O00506,24-03-2024,16:30,C0120,Ayeza Taimoor,78,Fried Momos (Veg),Starter,1,? 200.00, ? 200.00 , ? 141.00 ,? 59.00,The Fried Momos (Veg) was a fantastic start to our meal! Perfectly crispy.
506,506,O00507,25-03-2024,20:30,C0042,Aasin Taimoor,21,Chicken Fried Rice,Rice & Noodles,2,? 240.00, ? 480.00 , ? 182.00 ,? 116.00,A satisfying meal. The Chicken Fried Rice was a good choice.
507,507,O00508,25-03-2024,12:15,C0325,Aakib Momin,17,French Fries,Starter,4,? 120.00, ? 480.00 , ? 87.00 ,? 132.00,The French Fries was simply delicious and fresh. Highly recommended!
508,508,O00509,25-03-2024,14:30,C0053,Shahrukh Taimoor,58,Crab Curry,Non-Veg Main,4,? 520.00," ? 2,080.00 ", ? 374.00 ,? 584.00,The Crab Curry was the highlight of our meal. Absolutely delicious!
509,509,O00510,25-03-2024,16:00,C0266,Aasifa Sayyad,12,Veggie Burger,Burger,4,? 250.00," ? 1,000.00 ", ? 199.00 ,? 204.00,It was an average Veggie Burger.
510,510,O00511,26-03-2024,15:15,C0103,Aasiya Faruqi,83,Malai Kofta,Main Course,1,? 340.00, ? 340.00 , ? 249.00 ,? 91.00,The Malai Kofta was fine.
511,511,O00512,26-03-2024,13:15,C0010,Kaif Azam,101,Veggie Sub,Sandwiches,4,? 150.00, ? 600.00 , ? 105.00 ,? 180.00,The Veggie Sub was fine.
512,512,O00513,26-03-2024,18:45,C0220,Rihan Mujawar,46,Kadai Paneer,Vegetarian,2,? 360.00, ? 720.00 , ? 275.00 ,? 170.00,The Kadai Paneer is a great choice for vegetarians. Hearty and full of flavor.
513,513,O00514,26-03-2024,18:30,C0011,Aasiya Ali,101,Veggie Sub,Sandwiches,5,? 150.00, ? 750.00 , ? 105.00 ,? 225.00,It was an average Veggie Sub.
514,514,O00515,26-03-2024,17:00,C0271,Aasiya Mujawar,42,Medu Vada,Vegetarian,5,? 150.00, ? 750.00 , ? 112.00 ,? 190.00,The Medu Vada was bland and needed more seasoning.
515,515,O00516,26-03-2024,21:30,C0071,Arman Azam,71,Sweet Corn Soup (Veg),Starter,4,? 140.00, ? 560.00 , ? 108.00 ,? 128.00,The Sweet Corn Soup (Veg) was a fantastic start to our meal! Perfectly crispy.
516,516,O00517,26-03-2024,19:30,C0165,Dua Sayyad,85,Veg Thali,Meal Combo,2,? 360.00, ? 720.00 , ? 263.00 ,? 194.00,Great food! The Veg Thali was delicious and well-prepared.
517,517,O00518,26-03-2024,21:15,C0141,Arahan Ali,34,Rajma Chawal,Vegetarian,3,? 300.00, ? 900.00 , ? 238.00 ,? 186.00,The Rajma Chawal was bland and needed more seasoning.
518,518,O00519,27-03-2024,11:00,C0179,Arman Malik,72,Sweet Corn Soup (Chicken),Starter,1,? 180.00, ? 180.00 , ? 129.00 ,? 51.00,The Sweet Corn Soup (Chicken) was a fantastic start to our meal! Perfectly crispy.
519,519,O00520,27-03-2024,20:00,C0206,Aariz Faruqi,21,Chicken Fried Rice,Rice & Noodles,1,? 240.00, ? 240.00 , ? 182.00 ,? 58.00,It was an average Chicken Fried Rice.
520,520,O00521,27-03-2024,11:15,C0017,Wahaj Taimoor,91,Chana Masala,Main Course,3,? 260.00, ? 780.00 , ? 185.00 ,? 225.00,The Chana Masala was excellent. Really enjoyed the meal.
521,521,O00522,27-03-2024,16:15,C0031,Rihan Momin,31,Mutton Rogan Josh,Non-Veg Main,5,? 520.00," ? 2,600.00 ", ? 395.00 ,? 625.00,The Mutton Rogan Josh was the highlight of our meal. Absolutely delicious!
522,522,O00523,27-03-2024,12:00,C0219,Isharat Nadaf,52,Chicken Tikka Masala,Non-Veg Main,2,? 480.00, ? 960.00 , ? 373.00 ,? 214.00,The Chicken Tikka Masala was satisfactory.
523,523,O00524,27-03-2024,18:45,C0222,Arman Ali,40,Idli Sambar,Vegetarian,2,? 160.00, ? 320.00 , ? 119.00 ,? 82.00,A wholesome and delicious Idli Sambar. The vegetables were so fresh!
524,524,O00525,27-03-2024,10:30,C0078,Arahan Shaikh,33,Dal Tadka,Vegetarian,5,? 260.00," ? 1,300.00 ", ? 183.00 ,? 385.00,Loved the Dal Tadka! It was a delightful and well-prepared vegetarian meal.
525,525,O00526,27-03-2024,16:15,C0181,Aman Khan,65,Schezwan Fried Rice,Rice & Noodles,1,? 220.00, ? 220.00 , ? 160.00 ,? 60.00,The Schezwan Fried Rice was excellent. Really enjoyed the meal.
526,526,O00527,27-03-2024,17:45,C0159,Arman Taimoor,124,Grilled Veg Panini,Snacks,4,? 140.00, ? 560.00 , ? 99.00 ,? 164.00,The Grilled Veg Panini met my expectations.
527,527,O00528,27-03-2024,19:45,C0079,Shahrukh Faruqi,22,Paneer Tikka,Starter,2,? 280.00, ? 560.00 , ? 199.00 ,? 162.00,The Paneer Tikka was simply delicious and fresh. Highly recommended!
528,528,O00529,27-03-2024,15:45,C0304,Danish Sayyad,49,Aloo Gobi,Vegetarian,3,? 220.00, ? 660.00 , ? 166.00 ,? 162.00,A wholesome and delicious Aloo Gobi. The vegetables were so fresh!
529,529,O00530,28-03-2024,18:45,C0083,Isharat Mujawar,88,Vada Pav,Snack,2,? 120.00, ? 240.00 , ? 91.00 ,? 58.00,The Vada Pav was excellent. Really enjoyed the meal.
530,530,O00531,28-03-2024,22:30,C0086,Sher Momin,97,Grilled Cheese Sandwich,Sandwiches,3,? 120.00, ? 360.00 , ? 90.00 ,? 90.00,The Grilled Cheese Sandwich was fine.
531,531,O00532,28-03-2024,22:45,C0271,Aasiya Mujawar,83,Malai Kofta,Main Course,3,? 340.00," ? 1,020.00 ", ? 249.00 ,? 273.00,A satisfying meal. The Malai Kofta was a good choice.
532,532,O00533,28-03-2024,20:30,C0149,Aariz Nadaf,6,Grilled Salmon,Ocean Meal,5,? 500.00," ? 2,500.00 ", ? 357.00 ,? 715.00,The Grilled Salmon was excellent. Really enjoyed the meal.
533,533,O00534,28-03-2024,20:45,C0239,Arman Momin,26,Pasta Alfredo,Continental,4,? 320.00," ? 1,280.00 ", ? 249.00 ,? 284.00,The Pasta Alfredo was excellent. Really enjoyed the meal.
534,534,O00535,28-03-2024,18:30,C0168,Isharat Shikalkar,52,Chicken Tikka Masala,Non-Veg Main,2,? 480.00, ? 960.00 , ? 373.00 ,? 214.00,The Chicken Tikka Masala was satisfactory.
535,535,O00536,28-03-2024,20:15,C0018,Sher Shikalkar,100,Veg Wrap,Sandwiches,3,? 130.00, ? 390.00 , ? 92.00 ,? 114.00,A satisfying meal. The Veg Wrap was a good choice.
536,536,O00537,28-03-2024,15:15,C0322,Aasin Malik,115,Chicken Kathi Roll,Snacks,3,? 120.00, ? 360.00 , ? 91.00 ,? 87.00,A satisfying meal. The Chicken Kathi Roll was a good choice.
537,537,O00538,28-03-2024,21:15,C0238,Aakib Malik,100,Veg Wrap,Sandwiches,3,? 130.00, ? 390.00 , ? 92.00 ,? 114.00,The Veg Wrap could have been better.
538,538,O00539,28-03-2024,16:30,C0249,Aasiya Mujawar,13,Gulab Jamun,Dessert,4,? 150.00, ? 600.00 , ? 117.00 ,? 132.00,The Gulab Jamun met my expectations.
539,539,O00540,29-03-2024,18:45,C0050,Dua Sayyad,50,Jeera Rice,Rice & Noodles,4,? 180.00, ? 720.00 , ? 129.00 ,? 204.00,The Jeera Rice was excellent. Really enjoyed the meal.
540,540,O00541,29-03-2024,19:00,C0041,Aakib Shaikh,37,Biryani Veg,Rice & Noodles,2,? 320.00, ? 640.00 , ? 233.00 ,? 174.00,The Biryani Veg met my expectations.
541,541,O00542,29-03-2024,18:00,C0317,Rihan Azam,22,Paneer Tikka,Starter,5,? 280.00," ? 1,400.00 ", ? 199.00 ,? 405.00,It was an average Paneer Tikka.
