Order_ID,Customer_Name,Phone_Number,Email,State,City,Pincode,Menu_Item,Quantity,Price_Per_Item,Order_Date,Delivery_Mode,Payment_Method,Order_Status,Total_Price
ONL00175,Customer_175,+919372762716,customer175@example.com,Meghalaya,City_23,390570,Paneer Butter Masala,5,405,2025-02-26,Pickup,Credit Card,Out for Delivery,2025
ONL00176,Customer_176,+916105229321,customer176@example.com,Manipur,City_23,480547,Veg Pulao,2,435,2025-05-02,Home Delivery,Debit Card,Out for Delivery,870
ONL00177,Customer_177,+917295068490,customer177@example.com,Telangana,City_28,328172,Veg Pulao,2,294,2025-07-16,Home Delivery,Credit Card,Out for Delivery,588
ONL00178,Customer_178,+919117189168,customer178@example.com,Maharashtra,City_32,431891,Pav Bhaji,3,295,2025-03-27,Home Delivery,Net Banking,Cancelled,885
ONL00179,Customer_179,+918804789968,customer179@example.com,Puducherry,City_12,779498,Pav Bhaji,3,143,2025-07-06,Home Delivery,Net Banking,Preparing,429
ONL00180,Customer_180,+919191546912,customer180@example.com,Madhya Pradesh,City_15,915945,Rogan Josh,4,343,2025-07-07,Home Delivery,Cash on Delivery,Out for Delivery,1372
ONL00181,Customer_181,+919208413461,customer181@example.com,Andhra Pradesh,City_43,380934,Rogan Josh,4,159,2025-03-09,Pickup,Net Banking,Delivered,636
ONL00182,Customer_182,+916829419297,customer182@example.com,Uttar Pradesh,City_37,631570,Paneer Butter Masala,4,277,2025-01-21,Pickup,Debit Card,Cancelled,1108
ONL00183,Customer_183,+916668825121,customer183@example.com,Uttarakhand,City_16,565807,Fish Curry,1,327,2025-01-04,Pickup,Net Banking,Delivered,327
ONL00184,Customer_184,+917848455197,customer184@example.com,Rajasthan,City_34,942048,Rogan Josh,5,377,2025-06-10,Pickup,Credit Card,Delivered,1885
ONL00185,Customer_185,+916600468030,customer185@example.com,Gujarat,City_38,914359,Chicken Biryani,2,379,2025-02-25,Home Delivery,UPI,Cancelled,758
ONL00186,Customer_186,+918976886430,customer186@example.com,Haryana,City_30,102837,Chole Bhature,3,416,2025-01-07,Pickup,Net Banking,Delivered,1248
ONL00187,Customer_187,+919038280301,customer187@example.com,Maharashtra,City_30,909739,Fish Curry,5,237,2025-01-24,Home Delivery,Net Banking,Cancelled,1185
ONL00188,Customer_188,+919178715075,customer188@example.com,Andhra Pradesh,City_27,546743,Idli Sambar,4,294,2025-02-15,Pickup,Debit Card,Out for Delivery,1176
ONL00189,Customer_189,+917492298047,customer189@example.com,Himachal Pradesh,City_49,926248,Idli Sambar,3,333,2025-05-16,Pickup,Debit Card,Pending,999
ONL00190,Customer_190,+916936987073,customer190@example.com,Karnataka,City_34,505363,Fish Curry,4,365,2025-05-01,Home Delivery,UPI,Delivered,1460
ONL00191,Customer_191,+917931803694,customer191@example.com,Goa,City_26,512529,Chole Bhature,5,111,2025-05-12,Pickup,UPI,Preparing,555
ONL00192,Customer_192,+916684741819,customer192@example.com,Puducherry,City_27,882535,Rogan Josh,4,162,2025-02-05,Home Delivery,Debit Card,Cancelled,648
ONL00193,Customer_193,+916039224971,customer193@example.com,West Bengal,City_39,424791,Momos,3,247,2025-03-15,Home Delivery,Cash on Delivery,Preparing,741
ONL00194,Customer_194,+917998149679,customer194@example.com,Uttar Pradesh,City_27,433460,Momos,3,453,2025-03-14,Home Delivery,UPI,Cancelled,1359
ONL00195,Customer_195,+919917055532,customer195@example.com,Tamil Nadu,City_30,691552,Chicken Biryani,4,491,2025-06-27,Pickup,UPI,Delivered,1964
ONL00196,Customer_196,+917331358435,customer196@example.com,Assam,City_8,447383,Fish Curry,5,140,2025-07-17,Pickup,UPI,Delivered,700
ONL00197,Customer_197,+918972177891,customer197@example.com,Kerala,City_50,644811,Pav Bhaji,5,133,2025-05-24,Pickup,Cash on Delivery,Pending,665
ONL00198,Customer_198,+918856059069,customer198@example.com,Sikkim,City_10,339957,Pav Bhaji,1,106,2025-04-17,Home Delivery,Cash on Delivery,Delivered,106
ONL00199,Customer_199,+916409541060,customer199@example.com,Odisha,City_39,918623,Fish Curry,1,234,2025-06-06,Pickup,UPI,Preparing,234
ONL00200,Customer_200,+917043591940,customer200@example.com,Andhra Pradesh,City_43,870582,Pav Bhaji,1,163,2025-06-22,Pickup,UPI,Pending,163
ONL00201,Customer_201,+916679433199,customer201@example.com,Telangana,City_20,793472,Idli Sambar,1,314,2025-02-04,Home Delivery,UPI,Out for Delivery,314
ONL00202,Customer_202,+919228804056,customer202@example.com,Maharashtra,City_19,479855,Veg Pulao,2,446,2025-07-13,Pickup,Credit Card,Preparing,892
ONL00203,Customer_203,+918793996379,customer203@example.com,Goa,City_2,506632,Veg Pulao,2,128,2025-02-23,Pickup,UPI,Cancelled,256
ONL00204,Customer_204,+919658118041,customer204@example.com,Manipur,City_30,622470,Chicken Biryani,4,215,2025-01-19,Home Delivery,UPI,Delivered,860
ONL00205,Customer_205,+917965930495,customer205@example.com,Tamil Nadu,City_17,620477,Idli Sambar,3,170,2025-05-05,Home Delivery,UPI,Pending,510
ONL00206,Customer_206,+916044400636,customer206@example.com,Chhattisgarh,City_7,201143,Masala Dosa,4,427,2025-05-28,Home Delivery,Credit Card,Out for Delivery,1708
ONL00207,Customer_207,+916898260492,customer207@example.com,Kerala,City_39,384561,Fish Curry,2,145,2025-07-10,Home Delivery,Cash on Delivery,Pending,290
ONL00208,Customer_208,+917175104708,customer208@example.com,Arunachal Pradesh,City_30,603026,Rogan Josh,5,368,2025-01-15,Home Delivery,Net Banking,Pending,1840
ONL00209,Customer_209,+918613428733,customer209@example.com,Meghalaya,City_6,489733,Fish Curry,3,480,2025-03-28,Home Delivery,Cash on Delivery,Cancelled,1440
ONL00210,Customer_210,+916169496222,customer210@example.com,Manipur,City_6,934518,Chole Bhature,2,390,2025-01-01,Home Delivery,Cash on Delivery,Cancelled,780
ONL00211,Customer_211,+916344542603,customer211@example.com,Karnataka,City_10,966348,Chole Bhature,4,489,2025-04-20,Home Delivery,Credit Card,Delivered,1956
ONL00212,Customer_212,+919716101591,customer212@example.com,Meghalaya,City_20,114573,Momos,4,423,2025-05-31,Pickup,Credit Card,Pending,1692
ONL00213,Customer_213,+917398363464,customer213@example.com,Mizoram,City_10,530060,Momos,2,273,2025-04-05,Home Delivery,Cash on Delivery,Preparing,546
ONL00214,Customer_214,+916487094926,customer214@example.com,Jharkhand,City_22,302739,Chicken Biryani,1,212,2025-06-07,Home Delivery,Credit Card,Cancelled,212
ONL00215,Customer_215,+918377168372,customer215@example.com,Uttar Pradesh,City_41,591373,Chicken Biryani,2,305,2025-01-23,Pickup,Debit Card,Cancelled,610
ONL00216,Customer_216,+918534600451,customer216@example.com,Chhattisgarh,City_4,322055,Pav Bhaji,2,145,2025-01-24,Home Delivery,Cash on Delivery,Pending,290
ONL00217,Customer_217,+916203452793,customer217@example.com,Uttarakhand,City_45,185631,Chicken Biryani,2,336,2025-01-14,Pickup,Debit Card,Delivered,672
ONL00218,Customer_218,+917820422053,customer218@example.com,Kerala,City_13,603951,Veg Pulao,1,148,2025-04-30,Pickup,Cash on Delivery,Preparing,148
ONL00219,Customer_219,+918166665098,customer219@example.com,Goa,City_50,155394,Rogan Josh,4,117,2025-02-18,Home Delivery,Cash on Delivery,Preparing,468
ONL00220,Customer_220,+919035215050,customer220@example.com,Punjab,City_37,122180,Paneer Butter Masala,2,434,2025-06-22,Pickup,Credit Card,Cancelled,868
ONL00221,Customer_221,+917487358001,customer221@example.com,Uttar Pradesh,City_15,585487,Pav Bhaji,4,247,2025-05-16,Home Delivery,Net Banking,Preparing,988
ONL00222,Customer_222,+917832203018,customer222@example.com,Goa,City_32,868346,Veg Pulao,3,466,2025-05-07,Pickup,Net Banking,Delivered,1398
ONL00223,Customer_223,+918051783039,customer223@example.com,Puducherry,City_3,780560,Momos,5,364,2025-01-15,Pickup,Debit Card,Delivered,1820
ONL00224,Customer_224,+916032803175,customer224@example.com,Haryana,City_45,879533,Pav Bhaji,4,282,2025-04-20,Pickup,Net Banking,Cancelled,1128
ONL00225,Customer_225,+917676147571,customer225@example.com,Delhi,City_38,545675,Idli Sambar,5,374,2025-03-07,Pickup,Debit Card,Delivered,1870
ONL00226,Customer_226,+916455394166,customer226@example.com,Maharashtra,City_35,487640,Masala Dosa,2,285,2025-05-07,Pickup,UPI,Preparing,570
ONL00227,Customer_227,+918524100996,customer227@example.com,Arunachal Pradesh,City_10,191520,Paneer Butter Masala,3,200,2025-02-19,Pickup,UPI,Preparing,600
ONL00228,Customer_228,+919660588776,customer228@example.com,Assam,City_18,598776,Fish Curry,3,306,2025-04-04,Pickup,UPI,Pending,918
ONL00229,Customer_229,+918412469241,customer229@example.com,Delhi,City_26,960920,Paneer Butter Masala,2,482,2025-03-26,Home Delivery,Credit Card,Delivered,964
ONL00230,Customer_230,+919500724244,customer230@example.com,Nagaland,City_36,419167,Paneer Butter Masala,4,137,2025-06-16,Home Delivery,Cash on Delivery,Delivered,548
ONL00231,Customer_231,+916814638078,customer231@example.com,Uttarakhand,City_28,969939,Veg Pulao,5,337,2025-04-14,Pickup,UPI,Cancelled,1685
ONL00232,Customer_232,+916098308251,customer232@example.com,West Bengal,City_8,376785,Fish Curry,4,409,2025-07-06,Home Delivery,Cash on Delivery,Pending,1636
ONL00233,Customer_233,+917161510197,customer233@example.com,Punjab,City_48,513854,Fish Curry,5,136,2025-02-13,Home Delivery,Debit Card,Preparing,680
ONL00234,Customer_234,+919032125161,customer234@example.com,Chhattisgarh,City_14,575464,Masala Dosa,3,240,2025-06-21,Home Delivery,Debit Card,Pending,720
ONL00235,Customer_235,+917370184725,customer235@example.com,Telangana,City_11,580110,Fish Curry,1,294,2025-07-13,Pickup,Credit Card,Cancelled,294
ONL00236,Customer_236,+917264636947,customer236@example.com,Gujarat,City_3,759903,Momos,4,364,2025-06-02,Pickup,Net Banking,Out for Delivery,1456
ONL00237,Customer_237,+918192335341,customer237@example.com,West Bengal,City_19,393220,Momos,4,461,2025-05-09,Home Delivery,Debit Card,Delivered,1844
ONL00238,Customer_238,+916860322634,customer238@example.com,Puducherry,City_36,817837,Fish Curry,3,237,2025-03-24,Home Delivery,Debit Card,Out for Delivery,711
ONL00239,Customer_239,+916826296940,customer239@example.com,Himachal Pradesh,City_4,719574,Idli Sambar,2,202,2025-05-18,Pickup,UPI,Cancelled,404
ONL00240,Customer_240,+916347229724,customer240@example.com,Rajasthan,City_8,362709,Chole Bhature,5,160,2025-05-03,Pickup,Debit Card,Pending,800
ONL00241,Customer_241,+919381572032,customer241@example.com,Haryana,City_28,335005,Pav Bhaji,3,305,2025-02-19,Pickup,Net Banking,Out for Delivery,915
ONL00242,Customer_242,+916226016693,customer242@example.com,Himachal Pradesh,City_34,897334,Pav Bhaji,3,368,2025-04-12,Pickup,Net Banking,Preparing,1104
ONL00243,Customer_243,+917879921319,customer243@example.com,Goa,City_34,217130,Chole Bhature,5,385,2025-03-13,Pickup,UPI,Out for Delivery,1925
ONL00244,Customer_244,+916489790547,customer244@example.com,Gujarat,City_22,909425,Chole Bhature,3,391,2025-05-19,Pickup,Cash on Delivery,Out for Delivery,1173
ONL00245,Customer_245,+917392344747,customer245@example.com,Arunachal Pradesh,City_11,852693,Rogan Josh,4,490,2025-05-18,Pickup,Credit Card,Delivered,1960
ONL00246,Customer_246,+917951955418,customer246@example.com,Punjab,City_48,578766,Fish Curry,4,270,2025-02-10,Pickup,UPI,Out for Delivery,1080
ONL00247,Customer_247,+916352433632,customer247@example.com,Tripura,City_5,781005,Veg Pulao,1,138,2025-04-14,Pickup,UPI,Cancelled,138
ONL00248,Customer_248,+919857175065,customer248@example.com,Sikkim,City_10,134208,Rogan Josh,1,471,2025-06-05,Pickup,Net Banking,Preparing,471
ONL00249,Customer_249,+918196879275,customer249@example.com,Karnataka,City_17,897739,Veg Pulao,3,204,2025-04-06,Home Delivery,Credit Card,Out for Delivery,612
ONL00250,Customer_250,+919061360197,customer250@example.com,Nagaland,City_41,534842,Idli Sambar,2,246,2025-04-22,Home Delivery,Cash on Delivery,Pending,492
ONL00251,Customer_251,+918240299910,customer251@example.com,Puducherry,City_32,853068,Chole Bhature,4,272,2025-02-16,Home Delivery,Cash on Delivery,Preparing,1088
ONL00252,Customer_252,+918626218693,customer252@example.com,Nagaland,City_23,434626,Chicken Biryani,4,335,2025-02-24,Home Delivery,Cash on Delivery,Cancelled,1340
ONL00253,Customer_253,+916662424481,customer253@example.com,Telangana,City_46,106271,Pav Bhaji,5,384,2025-03-03,Pickup,UPI,Preparing,1920
ONL00254,Customer_254,+916798029354,customer254@example.com,Jharkhand,City_49,225399,Chole Bhature,4,120,2025-06-30,Home Delivery,UPI,Delivered,480
ONL00255,Customer_255,+918593842383,customer255@example.com,Bihar,City_3,879324,Paneer Butter Masala,3,220,2025-04-07,Pickup,Credit Card,Cancelled,660
ONL00256,Customer_256,+916107303848,customer256@example.com,Tripura,City_27,364608,Masala Dosa,5,220,2025-03-03,Pickup,Debit Card,Delivered,1100
ONL00257,Customer_257,+917736083608,customer257@example.com,Haryana,City_44,177535,Paneer Butter Masala,2,357,2025-06-07,Pickup,UPI,Cancelled,714
ONL00258,Customer_258,+919301849656,customer258@example.com,Uttarakhand,City_47,184470,Idli Sambar,2,194,2025-02-15,Pickup,Cash on Delivery,Cancelled,388
ONL00259,Customer_259,+919130980353,customer259@example.com,Tamil Nadu,City_45,811555,Masala Dosa,4,183,2025-07-06,Pickup,Net Banking,Cancelled,732
ONL00260,Customer_260,+916067128318,customer260@example.com,Jharkhand,City_14,781795,Veg Pulao,1,403,2025-06-07,Pickup,Credit Card,Pending,403
ONL00261,Customer_261,+918433891502,customer261@example.com,Assam,City_8,101866,Idli Sambar,5,437,2025-03-05,Pickup,Net Banking,Out for Delivery,2185
ONL00262,Customer_262,+918532754237,customer262@example.com,Tripura,City_9,991457,Pav Bhaji,5,362,2025-03-18,Home Delivery,UPI,Preparing,1810
ONL00263,Customer_263,+919823986303,customer263@example.com,Kerala,City_3,498799,Fish Curry,3,419,2025-07-19,Pickup,Cash on Delivery,Preparing,1257
ONL00264,Customer_264,+917504672456,customer264@example.com,Goa,City_5,826925,Momos,1,435,2025-03-08,Pickup,Credit Card,Out for Delivery,435
ONL00265,Customer_265,+919826048761,customer265@example.com,Mizoram,City_50,391066,Pav Bhaji,2,162,2025-02-08,Pickup,Credit Card,Preparing,324
ONL00266,Customer_266,+919472919332,customer266@example.com,Gujarat,City_4,798565,Chole Bhature,2,453,2025-03-05,Home Delivery,Credit Card,Cancelled,906
ONL00267,Customer_267,+916886806421,customer267@example.com,Madhya Pradesh,City_48,327332,Rogan Josh,5,458,2025-01-04,Home Delivery,Credit Card,Cancelled,2290
ONL00268,Customer_268,+916415622473,customer268@example.com,Uttarakhand,City_3,860085,Fish Curry,3,481,2025-03-11,Home Delivery,Debit Card,Preparing,1443
ONL00269,Customer_269,+918643879965,customer269@example.com,Tamil Nadu,City_12,399608,Chicken Biryani,5,155,2025-01-18,Pickup,UPI,Preparing,775
ONL00270,Customer_270,+919282624566,customer270@example.com,Madhya Pradesh,City_18,726993,Chicken Biryani,3,335,2025-02-03,Pickup,UPI,Out for Delivery,1005
ONL00271,Customer_271,+917504376635,customer271@example.com,Gujarat,City_20,855646,Pav Bhaji,1,491,2025-04-06,Pickup,Cash on Delivery,Preparing,491
ONL00272,Customer_272,+917215920286,customer272@example.com,Tripura,City_50,114416,Momos,5,251,2025-03-11,Pickup,UPI,Cancelled,1255
ONL00273,Customer_273,+916753554075,customer273@example.com,Punjab,City_8,523451,Fish Curry,4,393,2025-07-20,Pickup,Net Banking,Cancelled,1572
ONL00274,Customer_274,+916123131619,customer274@example.com,Karnataka,City_23,294156,Chicken Biryani,3,162,2025-07-07,Home Delivery,Debit Card,Delivered,486
ONL00275,Customer_275,+919742040808,customer275@example.com,Maharashtra,City_23,703670,Paneer Butter Masala,5,269,2025-01-22,Home Delivery,Debit Card,Cancelled,1345
ONL00276,Customer_276,+917727135829,customer276@example.com,Karnataka,City_16,255888,Fish Curry,1,322,2025-01-01,Home Delivery,Net Banking,Preparing,322
ONL00277,Customer_277,+917105460072,customer277@example.com,Uttarakhand,City_48,248591,Pav Bhaji,4,371,2025-05-21,Home Delivery,Credit Card,Cancelled,1484
ONL00278,Customer_278,+916296174641,customer278@example.com,Punjab,City_44,584924,Momos,1,360,2025-07-13,Home Delivery,Cash on Delivery,Delivered,360
ONL00279,Customer_279,+916323602907,customer279@example.com,Puducherry,City_25,454384,Paneer Butter Masala,5,500,2025-03-01,Home Delivery,Cash on Delivery,Cancelled,2500
ONL00280,Customer_280,+916247025414,customer280@example.com,Goa,City_32,673973,Rogan Josh,4,466,2025-06-12,Pickup,Net Banking,Delivered,1864
ONL00281,Customer_281,+916483332750,customer281@example.com,Bihar,City_36,837469,Masala Dosa,4,361,2025-01-29,Pickup,Cash on Delivery,Out for Delivery,1444
ONL00282,Customer_282,+917459750044,customer282@example.com,Tamil Nadu,City_24,942054,Idli Sambar,2,469,2025-03-07,Pickup,Cash on Delivery,Cancelled,938
ONL00283,Customer_283,+919950625912,customer283@example.com,Uttar Pradesh,City_29,747948,Chicken Biryani,5,219,2025-01-17,Home Delivery,Credit Card,Delivered,1095
ONL00284,Customer_284,+917506090832,customer284@example.com,Bihar,City_48,824516,Masala Dosa,1,442,2025-06-01,Pickup,UPI,Delivered,442
ONL00285,Customer_285,+919855957049,customer285@example.com,Puducherry,City_9,249013,Idli Sambar,4,295,2025-06-18,Home Delivery,Cash on Delivery,Delivered,1180
ONL00286,Customer_286,+916104862018,customer286@example.com,Kerala,City_10,474389,Masala Dosa,5,159,2025-05-01,Home Delivery,Net Banking,Cancelled,795
ONL00287,Customer_287,+916902559903,customer287@example.com,Uttarakhand,City_8,589939,Rogan Josh,4,357,2025-02-14,Pickup,Credit Card,Preparing,1428
ONL00288,Customer_288,+917279342758,customer288@example.com,Assam,City_18,929175,Idli Sambar,2,333,2025-06-23,Home Delivery,Credit Card,Preparing,666
ONL00289,Customer_289,+917376415446,customer289@example.com,Punjab,City_41,163891,Masala Dosa,5,121,2025-02-22,Pickup,Cash on Delivery,Cancelled,605
ONL00290,Customer_290,+916148748138,customer290@example.com,Andhra Pradesh,City_39,852910,Chicken Biryani,3,186,2025-04-30,Home Delivery,UPI,Cancelled,558
ONL00291,Customer_291,+918429476441,customer291@example.com,Nagaland,City_28,150251,Veg Pulao,1,326,2025-07-16,Pickup,Cash on Delivery,Preparing,326
ONL00292,Customer_292,+918114187302,customer292@example.com,Chhattisgarh,City_6,904406,Veg Pulao,5,500,2025-03-23,Pickup,Credit Card,Pending,2500
ONL00293,Customer_293,+917711821127,customer293@example.com,Chhattisgarh,City_25,910065,Rogan Josh,2,424,2025-04-10,Pickup,Credit Card,Preparing,848
ONL00294,Customer_294,+917672112374,customer294@example.com,Karnataka,City_39,559256,Fish Curry,3,436,2025-07-03,Pickup,Net Banking,Cancelled,1308
ONL00295,Customer_295,+917279018867,customer295@example.com,Uttar Pradesh,City_38,140217,Chole Bhature,5,431,2025-02-24,Pickup,Cash on Delivery,Out for Delivery,2155
ONL00296,Customer_296,+916817615144,customer296@example.com,Mizoram,City_22,725690,Chicken Biryani,1,290,2025-02-25,Pickup,Net Banking,Delivered,290
ONL00297,Customer_297,+919402532224,customer297@example.com,Himachal Pradesh,City_9,534905,Momos,2,175,2025-06-16,Home Delivery,Credit Card,Out for Delivery,350
ONL00298,Customer_298,+919359250114,customer298@example.com,Delhi,City_29,303132,Chicken Biryani,1,259,2025-03-03,Pickup,Credit Card,Pending,259
ONL00299,Customer_299,+916573144518,customer299@example.com,Kerala,City_2,975092,Chole Bhature,2,346,2025-05-06,Pickup,Debit Card,Out for Delivery,692
ONL00300,Customer_300,+917664451465,customer300@example.com,Manipur,City_17,421237,Veg Pulao,5,415,2025-06-13,Pickup,Debit Card,Preparing,2075
